timestamp,perf_rapl,energy_ram,retired_instructions,igpm,voltage,current,power_factor,discard,rapl_uj,rapl_uj_diff,minute,second,rapl_pw,load_avg_1minute,cpu_pct,hw_cpu_hz_mean,hw_cpu_hz_max,hw_cpu_hz_min,hw_cpu_hz_std,hw_cpu0_hz,hw_cpu1_hz,hw_cpu2_hz,hw_cpu3_hz,hw_cpu4_hz,hw_cpu5_hz,hw_cpu6_hz,hw_cpu7_hz,hw_cpu8_hz,hw_cpu9_hz,hw_cpu10_hz,hw_cpu11_hz,kern_cpu_hz_mean,kern_cpu_hz_max,kern_cpu_hz_min,kern_cpu_hz_std,kern_cpu0_hz,kern_cpu1_hz,kern_cpu2_hz,kern_cpu3_hz,kern_cpu4_hz,kern_cpu5_hz,kern_cpu6_hz,kern_cpu7_hz,kern_cpu8_hz,kern_cpu9_hz,kern_cpu10_hz,kern_cpu11_hz,cpu_pct_process,cpu_time_process,x_rest
2023-04-07 21:00:21.001014,15.4,,,39.722,,,,,188494183296,9660,0.01668181666666667,1,11.414448,0.83,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1616176.75,980582.0,2538501.0,486618.2735624035,2010836.0,1345073.0,1712150.0,2538501.0,1986286.0,1719345.0,1142279.0,2161665.0,1031966.0,1720634.0,1044804.0,980582.0,2.3,00:00:00,24.322000000000003
2023-04-07 21:00:22.002139,16.92,,,39.722,,,,,188506535892,17508,0.033343866666666666,2,12.352596,0.83,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1616176.75,980582.0,2538501.0,486618.2735624035,2010836.0,1345073.0,1712150.0,2538501.0,1986286.0,1719345.0,1142279.0,2161665.0,1031966.0,1720634.0,1044804.0,980582.0,2.7,00:00:00,22.802
2023-04-07 21:00:23.003221,15.39,,,39.722,,,,,188517892104,21420,0.05001286666666667,3,11.356212,0.84,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1890726.75,928115.0,3079607.0,786976.4007137406,3079607.0,1797918.0,928115.0,1873424.0,935625.0,2818189.0,2401065.0,1406434.0,947569.0,2864424.0,1122668.0,2513683.0,3.2,00:00:00,24.332
2023-04-07 21:00:24.003866,15.17,,,39.722,,,,,188528993196,11496,0.06667306666666667,4,11.101092,0.84,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1890726.75,928115.0,3079607.0,786976.4007137406,3079607.0,1797918.0,928115.0,1873424.0,935625.0,2818189.0,2401065.0,1406434.0,947569.0,2864424.0,1122668.0,2513683.0,3.3,00:00:00,24.552
2023-04-07 21:00:25.004941,22.12,,,39.722,,,,,188545339272,9564,0.08335173333333333,5,16.346076,0.84,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2156615.583333333,1114887.0,3713699.0,825656.827596718,3045453.0,1692221.0,1186063.0,2000445.0,1405224.0,1114887.0,2275515.0,3101400.0,1655444.0,3017428.0,1671608.0,3713699.0,3.5,00:00:00,17.602
2023-04-07 21:00:26.006016,19.68,,,39.722,,,,,188559721692,15624,0.10000121666666667,6,14.38242,0.84,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2156615.583333333,1114887.0,3713699.0,825656.827596718,3045453.0,1692221.0,1186063.0,2000445.0,1405224.0,1114887.0,2275515.0,3101400.0,1655444.0,3017428.0,1671608.0,3713699.0,3.7,00:00:00,20.042
2023-04-07 21:00:27.006208,19.31,,,39.722,122.47,0.33905,0.9566,0.0,188574027696,7092,0.11667088333333334,7,14.306004,0.77,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2052994.25,987352.0,3359835.0,860085.5907306672,3179919.0,3359835.0,2915191.0,987352.0,994353.0,1889211.0,1532780.0,1181815.0,1133680.0,2143697.0,2301904.0,3016194.0,3.7,00:00:00,20.412000000000003
2023-04-07 21:00:28.007344,16.24,,,31.920882747729962,122.58,0.24133,0.9024,0.0,188585914992,16296,0.13334718333333334,8,11.887296,0.77,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2052994.25,987352.0,3359835.0,860085.5907306672,3179919.0,3359835.0,2915191.0,987352.0,994353.0,1889211.0,1532780.0,1181815.0,1133680.0,2143697.0,2301904.0,3016194.0,3.9,00:00:00,15.680882747729964
2023-04-07 21:00:29.007868,17.06,,,33.472858246821346,122.46,0.33834,0.8967,0.0,188598448740,20520,0.15001338333333333,9,12.533748,0.77,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2266144.083333333,1472613.0,3701912.0,777832.5183223848,1830837.0,3409546.0,2032988.0,1670392.0,1491570.0,1592961.0,1863342.0,3701912.0,1472613.0,2882814.0,1984591.0,3260163.0,3.8,00:00:00,16.412858246821347
2023-04-07 21:00:30.008956,16.38,,,33.36992402290577,122.51,0.29735,0.9406,0.0,188610436212,14448,0.16667438333333334,10,11.987472,0.77,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2266144.083333333,1472613.0,3701912.0,777832.5183223848,1830837.0,3409546.0,2032988.0,1670392.0,1491570.0,1592961.0,1863342.0,3701912.0,1472613.0,2882814.0,1984591.0,3260163.0,3.9,00:00:00,16.98992402290577
2023-04-07 21:00:31.010053,16.24,,,32.73497363167298,122.51,0.29749,0.9475,0.0,188622512844,168420,0.18333385,11,12.076632,0.77,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1824515.3333333333,814927.0,3471083.0,917699.4913372,1046712.0,2656917.0,1058313.0,3150833.0,2087546.0,3471083.0,814927.0,1280487.0,1036238.0,2791545.0,1522981.0,976602.0,3.9,00:00:00,16.49497363167298
2023-04-07 21:00:32.025291,19.58,,,29.50389291643609,122.63,0.23529,0.8431,0.0,188636599332,10728,0.20001725,12,14.086488,0.77,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1824515.3333333333,814927.0,3471083.0,917699.4913372,1046712.0,2656917.0,1058313.0,3150833.0,2087546.0,3471083.0,814927.0,1280487.0,1036238.0,2791545.0,1522981.0,976602.0,4.0,00:00:00,9.923892916436092
