seconds,perf_rapl,energy_ram,retired_instructions,ipmi,rapl_uj,rapl_uj_diff,minute,second,rapl_pw,load_avg_1minute,cpu_pct,cpu_pct_process,x_rest
3832,20.76,8.67,119702667.0,177.0,15692164620.0,29085786.0,0.13419571666666666,8.0,50.462664,3.34,1.0,5.5,156.24
3833,20.34,8.73,161818144.0,151.0,15721250406.0,37468978.0,0.15087483333333335,9.0,29.085786,3.34,1.0,5.0,130.66
3834,28.5,21.02,2281972247.0,88.0,15758719384.0,38339870.0,0.16754828333333333,10.0,37.468978,3.34,0.0,4.8,59.5
3835,23.86,15.17,1582140778.0,126.0,15797059254.0,31052904.0,0.18422850000000002,11.0,38.33987,3.34,0.0,4.6,102.14
3836,20.03,7.88,159740751.0,114.0,15828112158.0,29092610.0,0.20090861666666668,12.0,31.052904,3.34,1.0,4.4,93.97
3837,19.86,7.43,166690895.0,107.0,15857204768.0,28913744.0,0.2175886833333333,13.0,29.09261,3.34,1.0,4.4,87.14
3838,19.81,7.31,122290625.0,102.0,15886118512.0,29245968.0,0.23426866666666665,14.0,28.913744,3.07,0.0,4.2,82.19
3839,19.97,8.36,123921594.0,96.0,15915364480.0,28861222.0,0.25094748333333333,15.0,29.245968,3.07,0.0,4.0,76.03
3840,19.69,7.27,113815922.0,94.0,15944225702.0,28714538.0,0.2676254666666667,16.0,28.861222,3.07,0.0,4.0,74.31
3841,19.53,7.01,110973313.0,93.0,15972940240.0,29006510.0,0.2843026,17.0,28.714538,3.07,0.0,3.8,73.47
3842,20.08,7.96,118471678.0,93.0,16001946750.0,28864044.0,0.3009816666666667,18.0,29.00651,2.82,0.0,3.8,72.92
3843,19.76,7.55,114520399.0,94.0,16030810794.0,29253594.0,0.31766063333333333,19.0,28.864044,2.82,0.0,3.6,74.24
3844,19.82,8.06,115962033.0,92.0,16060064388.0,28642115.0,0.33434003333333334,20.0,29.253594,2.82,0.0,3.5,72.18
3845,19.56,7.36,111486520.0,100.0,16088706503.0,28925461.0,0.35102088333333337,21.0,28.642115,2.82,0.0,3.4,80.44
3846,19.7,8.02,114708535.0,101.0,16117631964.0,28527372.0,0.36769989999999997,22.0,28.925461,2.82,0.0,3.4,81.3
3847,19.7,7.07,111915154.0,103.0,16146159336.0,29076993.0,0.3843799833333333,23.0,28.527372,2.82,0.0,3.4,83.3
3848,19.87,7.7,124617276.0,101.0,16175236329.0,28795068.0,0.40106048333333333,24.0,29.076993,2.6,0.0,3.3,81.13
3849,19.68,7.03,111640123.0,94.0,16204031397.0,29111933.0,0.41774011666666666,25.0,28.795068,2.6,0.0,3.2,74.32
3850,19.96,8.08,115837585.0,95.0,16233143330.0,28778854.0,0.43441925000000003,26.0,29.111933,2.6,0.0,3.2,75.03999999999999
3851,19.46,7.05,111644773.0,95.0,16261922184.0,28711878.0,0.45109778333333334,27.0,28.778854,2.6,0.0,3.2,75.53999999999999
3852,19.72,7.37,114528308.0,96.0,16290634062.0,28729896.0,0.46777916666666663,28.0,28.711878,2.39,0.0,3.1,76.28
3853,19.97,7.23,115472340.0,90.0,16319363958.0,29877806.0,0.48445995,29.0,28.729896,2.39,0.0,3.0,70.03
3854,20.12,8.35,119978157.0,88.0,16349241764.0,28740263.0,0.5011401,30.0,29.877806,2.39,0.0,3.0,67.88
3855,19.71,7.12,111566880.0,92.0,16377982027.0,29069940.0,0.5178204833333333,31.0,28.740263,2.39,0.0,3.0,72.28999999999999
3856,19.74,7.72,115241581.0,99.0,16407051967.0,28544432.0,0.5344990833333333,32.0,29.06994,2.39,0.0,3.0,79.26
3857,19.53,7.02,112402888.0,101.0,16435596399.0,28661501.0,0.5511800833333333,33.0,28.544432,2.39,0.0,2.9,81.47
3858,19.76,7.1,121658017.0,96.0,16464257900.0,29104800.0,0.56786015,34.0,28.661501,2.2,0.0,2.9,76.24
3859,19.81,6.98,114180416.0,92.0,16493362700.0,28733534.0,0.58454045,35.0,29.1048,2.2,0.0,2.8,72.19
3860,19.74,7.23,113154728.0,93.0,16522096234.0,28851658.0,0.6012191666666666,36.0,28.733534,2.2,0.0,2.8,73.26
3861,19.79,7.64,111190827.0,92.0,16550947892.0,29134419.0,0.6178972166666666,37.0,28.851658,2.2,0.0,2.8,72.21000000000001
3862,19.68,7.43,115551314.0,92.0,16580082311.0,28424860.0,0.63457835,38.0,29.134419,2.02,0.0,2.8,72.32
3863,19.48,7.15,111828697.0,95.0,16608507171.0,28732941.0,0.6512584666666666,39.0,28.42486,2.02,0.0,2.7,75.52
3864,19.59,7.11,115695869.0,97.0,16637240112.0,28564118.0,0.6679367333333333,40.0,28.732941,2.02,0.0,2.7,77.41
3865,19.61,7.01,111989791.0,100.0,16665804230.0,28880866.0,0.6846160833333333,41.0,28.564118,2.02,0.0,2.7,80.39
3866,19.61,7.32,114833857.0,100.0,16694685096.0,28480347.0,0.7012947166666667,42.0,28.880866,2.02,0.0,2.7,80.39
3867,19.51,6.65,111977336.0,96.0,16723165443.0,28565247.0,0.7179737500000001,43.0,28.480347,2.02,0.0,2.7,76.49
3868,19.7,7.5,122630580.0,92.0,16751730690.0,28762554.0,0.7346536333333333,44.0,28.565247,1.94,0.0,2.6,72.3
3869,19.51,7.07,113374959.0,93.0,16780493244.0,28512175.0,0.7513336833333334,45.0,28.762554,1.94,0.0,2.6,73.49
3870,19.63,6.81,113310162.0,95.0,16809005419.0,28693816.0,0.7680127,46.0,28.512175,1.94,0.0,2.6,75.37
3871,19.69,7.59,111663946.0,90.0,16837699235.0,28925605.0,0.7846924333333334,47.0,28.693816,1.78,0.0,2.6,70.31
3872,19.61,7.11,116306891.0,90.0,16866624840.0,28539318.0,0.8013725333333334,48.0,28.925605,1.78,0.0,2.6,70.39
3873,19.47,6.65,111271828.0,92.0,16895164158.0,28495854.0,0.8180529,49.0,28.539318,1.78,0.0,2.6,72.53
3874,19.51,7.28,113740316.0,90.0,16923660012.0,28434424.0,0.8347329833333333,50.0,28.495854,1.78,0.0,2.6,70.49
3875,19.37,6.68,112723311.0,97.0,16952094436.0,28376318.0,0.8514131666666667,51.0,28.434424,1.78,0.0,2.5,77.63
3876,19.65,6.96,113487213.0,102.0,16980470754.0,28774848.0,0.8680919666666667,52.0,28.376318,1.78,0.0,2.5,82.35
3877,19.48,6.83,114044964.0,97.0,17009245602.0,28504567.0,0.88477215,53.0,28.774848,1.64,0.0,2.5,77.52
3878,19.62,7.04,123658967.0,92.0,17037750169.0,28694360.0,0.9014521666666667,54.0,28.504567,1.64,0.0,2.5,72.38
3879,19.68,7.15,114598838.0,92.0,17066444529.0,28841586.0,0.9181321833333332,55.0,28.69436,1.64,0.0,2.5,72.32
3880,19.52,6.81,113600182.0,91.0,17095286115.0,28280352.0,0.9348117666666667,56.0,28.841586,1.64,0.0,2.5,71.48
3881,19.39,7.07,113678064.0,90.0,17123566467.0,28634948.0,0.9514931833333333,57.0,28.280352,1.51,0.0,2.5,70.61
3882,19.58,7.03,115161749.0,89.0,17152201415.0,28435009.0,0.9681724166666666,58.0,28.634948,1.51,0.0,2.5,69.42
3883,19.52,6.96,112099399.0,98.0,17180636424.0,28735970.0,0.9848512333333334,59.0,28.435009,1.51,0.0,2.4,78.48
3884,19.54,7.19,114659210.0,99.0,17209372394.0,28509159.0,1.0015318333333334,60.0,28.73597,1.51,0.0,2.4,79.46000000000001
