,0
0,0.8058895689554791
1,11.697613229569036
2,11.860141186602117
3,14.198891013703847
4,21.390944069228542
5,31.195371050091005
6,31.59611647985744
7,31.79328768175479
8,33.137713990373534
9,34.94892051699618
10,35.35572659204607
11,36.544843656423645
12,36.766246865633036
13,37.533189457169755
14,39.74254768629065
15,41.833047675664375
16,42.456662483479704
17,43.7557117614212
18,44.06457608237756
19,44.19879684585351
20,47.9275808108097
21,51.36555328645033
22,52.04310764474279
23,52.096586824311395
24,54.19614038380529
