timestamp,perf_rapl,energy_ram,retired_instructions,igpm,voltage,current,power_factor,discard,rapl_uj,rapl_uj_diff,minute,second,rapl_pw,load_avg_1minute,cpu_pct,hw_cpu_hz_mean,hw_cpu_hz_max,hw_cpu_hz_min,hw_cpu_hz_std,hw_cpu0_hz,hw_cpu1_hz,hw_cpu2_hz,hw_cpu3_hz,hw_cpu4_hz,hw_cpu5_hz,hw_cpu6_hz,hw_cpu7_hz,hw_cpu8_hz,hw_cpu9_hz,hw_cpu10_hz,hw_cpu11_hz,kern_cpu_hz_mean,kern_cpu_hz_max,kern_cpu_hz_min,kern_cpu_hz_std,kern_cpu0_hz,kern_cpu1_hz,kern_cpu2_hz,kern_cpu3_hz,kern_cpu4_hz,kern_cpu5_hz,kern_cpu6_hz,kern_cpu7_hz,kern_cpu8_hz,kern_cpu9_hz,kern_cpu10_hz,kern_cpu11_hz,cpu_pct_process,cpu_time_process,x_rest
2023-04-07 20:00:33.001015,17.98,,,38.005,,,,,109150058724,13740,0.016672566666666666,1,13.249776,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,00:00:00,20.025000000000002
2023-04-07 20:00:34.001408,19.97,,,38.005,,,,,109150058724,13740,0.016672566666666666,1,13.249776,1.04,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2651328.083333333,1065858.0,4059411.0,1164411.748992487,4002399.0,3816242.0,1762956.0,4059411.0,3908948.0,1915708.0,1663529.0,1225083.0,2646396.0,1065858.0,1741183.0,4008224.0,2.6,00:00:00,18.035000000000004
2023-04-07 20:00:35.002486,17.75,,,38.005,,,,,109164712884,18228,0.033334666666666665,2,14.65416,1.04,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2651328.083333333,1065858.0,4059411.0,1164411.748992487,4002399.0,3816242.0,1762956.0,4059411.0,3908948.0,1915708.0,1663529.0,1225083.0,2646396.0,1065858.0,1741183.0,4008224.0,3.0,00:00:00,20.255000000000003
2023-04-07 20:00:36.003582,17.56,,,38.005,,,,,109177824372,7896,0.05001435,3,13.111488,1.12,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1845476.3333333333,905677.0,3787396.0,885626.3326559095,1675452.0,3356372.0,950818.0,1107500.0,1203578.0,905677.0,1915380.0,2478581.0,1606540.0,1373821.0,1784601.0,3787396.0,3.4,00:00:00,20.445000000000004
2023-04-07 20:00:37.004682,19.11,,,38.005,,,,,109190687472,10824,0.06667153333333334,4,12.8631,1.12,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1845476.3333333333,905677.0,3787396.0,885626.3326559095,1675452.0,3356372.0,950818.0,1107500.0,1203578.0,905677.0,1915380.0,2478581.0,1606540.0,1373821.0,1784601.0,3787396.0,3.3,00:00:00,18.895000000000003
2023-04-07 20:00:38.005404,19.24,,,38.005,,,,,109204728384,14100,0.08333446666666666,5,14.040912,1.12,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1963771.0833333333,1078204.0,3848708.0,882665.1765767374,1078204.0,1376036.0,2779701.0,1139320.0,1206432.0,1918061.0,3848708.0,3498926.0,1539501.0,1573303.0,1754100.0,1852961.0,3.7,00:00:00,18.765000000000004
2023-04-07 20:00:39.006475,19.5,,,38.005,122.83,0.32433,0.954,0.0,109218856896,13788,0.1000128,6,14.128512,1.12,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1963771.0833333333,1078204.0,3848708.0,882665.1765767374,1078204.0,1376036.0,2779701.0,1139320.0,1206432.0,1918061.0,3848708.0,3498926.0,1539501.0,1573303.0,1754100.0,1852961.0,3.7,00:00:00,18.505000000000003
2023-04-07 20:00:40.007556,19.51,,,34.296176470588236,122.86,0.27716,0.9309,0.0,109233203628,15132,0.11666758333333332,7,14.346732,1.11,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2146862.6666666665,1048478.0,3956373.0,1019512.7324055622,1112665.0,2359469.0,1559335.0,2675188.0,1048954.0,1991299.0,1566988.0,3956373.0,3947936.0,3091309.0,1404358.0,1048478.0,3.7,00:00:00,14.786176470588234
2023-04-07 20:00:41.008643,18.05,,,36.81859237990324,122.78,0.32064,0.9546,0.0,109247566104,13296,0.13335011666666666,8,14.362476,1.11,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2146862.6666666665,1048478.0,3956373.0,1019512.7324055622,1112665.0,2359469.0,1559335.0,2675188.0,1048954.0,1991299.0,1566988.0,3956373.0,3947936.0,3091309.0,1404358.0,1048478.0,3.9,00:00:00,18.768592379903236
2023-04-07 20:00:42.009407,19.76,,,33.78333749240224,122.77,0.30381,0.9343,0.0,109260762996,15936,0.15000391666666665,9,13.196892,1.11,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2511819.583333333,1026141.0,4040414.0,1138154.174795932,1114528.0,2388083.0,3842458.0,3268678.0,2103840.0,4040414.0,3776033.0,1815271.0,1356663.0,3935909.0,1473817.0,1026141.0,3.9,00:00:00,14.023337492402238
2023-04-07 20:00:43.010491,15.33,,,36.360267868306416,122.83,0.31678,0.9288,0.0,109275351912,8976,0.16666991666666667,10,14.588916,1.11,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2511819.583333333,1026141.0,4040414.0,1138154.174795932,1114528.0,2388083.0,3842458.0,3268678.0,2103840.0,4040414.0,3776033.0,1815271.0,1356663.0,3935909.0,1473817.0,1026141.0,3.9,00:00:00,21.030267868306417
2023-04-07 20:00:44.011600,16.36,,,31.355219025586674,122.92,0.25464,0.8902,0.0,109286611188,17820,0.18334546666666668,11,11.259276,1.11,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2166190.75,1025665.0,4021811.0,1119602.0975786536,1146942.0,4021811.0,1046385.0,3783345.0,1144071.0,1223695.0,1915899.0,3584629.0,1025665.0,3086498.0,2500168.0,1515181.0,3.9,00:00:00,14.995219025586675
2023-04-07 20:00:45.012694,17.83,,,32.3642030827538,122.81,0.30828,0.9068,0.0,109298652168,20315,0.20000895,12,12.04098,1.11,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2166190.75,1025665.0,4021811.0,1119602.0975786536,1146942.0,4021811.0,1046385.0,3783345.0,1144071.0,1223695.0,1915899.0,3584629.0,1025665.0,3086498.0,2500168.0,1515181.0,3.9,00:00:00,14.534203082753798
2023-04-07 20:00:46.013404,19.89,,,32.95549516759739,122.86,0.29106,0.9431,0.0,109311700884,14820,0.21667468333333334,13,13.048716,1.18,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500497.583333333,897870.0,4062251.0,1285388.954763658,897870.0,1246636.0,1729443.0,1141501.0,1815564.0,3851613.0,1066570.0,4062251.0,3924885.0,4051002.0,3909499.0,2309137.0,4.0,00:00:00,13.06549516759739
2023-04-07 20:00:47.014493,19.65,,,36.69699402065597,122.85,0.31352,0.9388,0.0,109326318588,13920,0.23333815,14,14.617704,1.18,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500497.583333333,897870.0,4062251.0,1285388.954763658,897870.0,1246636.0,1729443.0,1141501.0,1815564.0,3851613.0,1066570.0,4062251.0,3924885.0,4051002.0,3909499.0,2309137.0,4.0,00:00:00,17.046994020655973
2023-04-07 20:00:48.015583,18.43,,,35.770153448580444,122.87,0.29137,0.9054,0.0,109340768664,12132,0.2500077,15,14.450076,1.18,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2364297.25,830026.0,3872177.0,1052886.17925389,1252832.0,1375770.0,1908578.0,3638896.0,3872177.0,1619460.0,1246783.0,3240783.0,830026.0,2864428.0,3577529.0,2944305.0,4.0,00:00:00,17.340153448580445
2023-04-07 20:00:49.016672,17.75,,,35.59861422011499,122.84,0.29763,0.9171,0.0,109354376928,16991,0.26667635,16,13.608264,1.18,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2364297.25,830026.0,3872177.0,1052886.17925389,1252832.0,1375770.0,1908578.0,3638896.0,3872177.0,1619460.0,1246783.0,3240783.0,830026.0,2864428.0,3577529.0,2944305.0,4.0,00:00:00,17.84861422011499
2023-04-07 20:00:50.017403,19.2,,,34.0731059983315,122.86,0.28186,0.9235,0.0,109367376840,7860,0.2833376166666667,17,12.999912,1.17,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2216755.583333333,906811.0,3734273.0,1007352.2902178146,906811.0,3734273.0,1916664.0,3503898.0,1139100.0,1332901.0,2119062.0,3671678.0,2389232.0,3148924.0,1308276.0,1430248.0,4.0,00:00:00,14.8731059983315
2023-04-07 20:00:51.018509,18.92,,,34.67171479503809,122.83,0.3027,0.938,0.0,109381576428,9828,0.3000145166666667,18,14.199588,1.17,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2216755.583333333,906811.0,3734273.0,1007352.2902178146,906811.0,3734273.0,1916664.0,3503898.0,1139100.0,1332901.0,2119062.0,3671678.0,2389232.0,3148924.0,1308276.0,1430248.0,4.0,00:00:00,15.75171479503809
2023-04-07 20:00:52.019582,20.53,,,35.25769683282733,122.87,0.30246,0.9256,0.0,109395306456,15708,0.31666815,19,13.730028,1.17,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2525166.833333333,1004987.0,4026360.0,1144227.0388315883,2874179.0,1027801.0,1397171.0,3919015.0,1498902.0,4026360.0,2993070.0,3501517.0,2699680.0,3957125.0,1402195.0,1004987.0,4.0,00:00:00,14.727696832827327
2023-04-07 20:00:53.020683,20.53,,,36.329990414192125,122.84,0.3057,0.9311,0.0,109410405432,12396,0.3333341166666666,20,15.098976,1.17,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2525166.833333333,1004987.0,4026360.0,1144227.0388315883,2874179.0,1027801.0,1397171.0,3919015.0,1498902.0,4026360.0,2993070.0,3501517.0,2699680.0,3957125.0,1402195.0,1004987.0,4.0,00:00:00,15.799990414192123
2023-04-07 20:00:54.021388,19.67,,,37.03677271311472,122.86,0.30992,0.9506,0.0,109425490404,18180,0.3500077833333333,21,15.084972,1.17,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2356468.1666666665,1213007.0,4057688.0,1077804.2247346246,1213007.0,1313479.0,4020436.0,3912020.0,2061177.0,4057688.0,1342325.0,1769077.0,2134349.0,3242308.0,1747996.0,1463756.0,4.0,00:00:00,17.36677271311472
2023-04-07 20:00:55.022458,18.22,,,38.56293592896157,122.56,0.37358,0.8896,0.0,109440074832,11628,0.36667833333333333,22,14.584428,1.17,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2356468.1666666665,1213007.0,4057688.0,1077804.2247346246,1213007.0,1313479.0,4020436.0,3912020.0,2061177.0,4057688.0,1342325.0,1769077.0,2134349.0,3242308.0,1747996.0,1463756.0,4.0,00:00:00,20.342935928961573
