seconds,perf_rapl,energy_ram,retired_instructions,ipmi,rapl_uj,rapl_uj_diff,minute,second,rapl_pw,load_avg_1minute,cpu_pct,cpu_pct_process,x_rest
3214,20.92,9.66,123169848.0,145.0,337883015136.0,29406428.0,0.13436171666666666,8.0,48.934456,2.56,1.0,6.1,124.08
3215,20.05,7.95,119161990.0,135.0,337912421564.0,36079234.0,0.15104076666666666,9.0,29.406428,2.56,0.0,5.7,114.95
3216,28.73,19.82,2086879881.0,95.0,337948500798.0,41254668.0,0.16771756666666665,10.0,36.079234,2.56,0.0,5.3,66.27
3217,24.19,16.22,1415547475.0,107.0,337989755466.0,31874644.0,0.18439208333333335,11.0,41.254668,2.43,2.0,5.0,82.81
3218,21.95,12.43,623996991.0,137.0,338021630110.0,29697377.0,0.2010713166666667,12.0,31.874644,2.43,2.0,4.7,115.05
3219,20.07,8.55,180601043.0,123.0,338051327487.0,29044461.0,0.21775003333333334,13.0,29.697377,2.43,0.0,4.7,102.93
3220,19.91,8.14,133697593.0,108.0,338080371948.0,29394294.0,0.23443021666666666,14.0,29.044461,2.43,0.0,4.5,88.09
3221,20.03,8.77,123000684.0,104.0,338109766242.0,28970794.0,0.25111028333333335,15.0,29.394294,2.32,0.0,4.4,83.97
3222,19.86,7.94,120922855.0,97.0,338138737036.0,29394832.0,0.26778929999999995,16.0,28.970794,2.32,0.0,4.2,77.14
3223,20.04,8.6,120646917.0,96.0,338168131868.0,28988423.0,0.2844689,17.0,29.394832,2.32,0.0,4.1,75.96000000000001
3224,19.95,7.85,120771571.0,96.0,338197120291.0,29504795.0,0.30114891666666666,18.0,28.988423,2.32,0.0,3.9,76.05
3225,19.98,8.72,122791556.0,95.0,338226625086.0,28831917.0,0.3178283333333333,19.0,29.504795,2.32,0.0,3.8,75.02
3226,19.8,7.64,120412477.0,99.0,338255457003.0,29164740.0,0.33450786666666665,20.0,28.831917,2.32,0.0,3.7,79.2
3227,19.93,7.81,119664798.0,89.0,338284621743.0,28770095.0,0.35118761666666665,21.0,29.16474,2.21,0.0,3.7,69.07
3228,19.76,7.72,119878299.0,88.0,338313391838.0,29288738.0,0.3678665,22.0,28.770095,2.21,0.0,3.6,68.24
3229,20.06,8.6,130007554.0,100.0,338342680576.0,29121703.0,0.38454505,23.0,29.288738,2.21,0.0,3.5,79.94
3230,19.95,7.79,120283659.0,106.0,338371802279.0,29508609.0,0.4012261833333334,24.0,29.121703,2.21,0.0,3.4,86.05
3231,19.94,8.42,120493413.0,102.0,338401310888.0,28780608.0,0.41790594999999997,25.0,29.508609,2.11,0.0,3.4,82.06
3232,19.78,7.79,120036997.0,96.0,338430091496.0,29272378.0,0.43458563333333333,26.0,28.780608,2.11,0.0,3.3,76.22
3233,20.52,9.57,131327264.0,93.0,338459363874.0,29833689.0,0.45126305,27.0,29.272378,2.11,0.0,3.2,72.48
3234,20.15,8.43,121488319.0,97.0,338489197563.0,29535424.0,0.46794145,28.0,29.833689,2.11,0.0,3.2,76.85
3235,19.98,8.31,119739173.0,92.0,338518732987.0,29050621.0,0.48462001666666665,29.0,29.535424,2.11,0.0,3.2,72.02
3236,19.79,8.09,120661699.0,98.0,338547783608.0,29123491.0,0.5012985,30.0,29.050621,2.11,0.0,3.1,78.21000000000001
3237,19.8,7.99,119931355.0,96.0,338576907099.0,28790352.0,0.5179786666666667,31.0,29.123491,2.03,0.0,3.1,76.2
3238,19.85,7.39,122984424.0,101.0,338605697451.0,29040782.0,0.53465535,32.0,28.790352,2.03,0.0,3.0,81.15
3239,19.76,7.91,129246707.0,104.0,338663594048.0,29259944.0,0.5680128999999999,34.0,28.855815,2.03,0.0,3.0,84.24
