timestamp,perf_rapl,energy_ram,retired_instructions,igpm,voltage,current,power_factor,discard,rapl_uj,rapl_uj_diff,minute,second,rapl_pw,load_avg_1minute,cpu_pct,cpu_pct_process,cpu_time_process,x_rest
2023-08-29 17:29:37.000252,21.61,,,28.918415870328342,121.58,0.20396,0.472,0.0,,,,,8.673712,1.63,7.0,5.0,00:00:00,7.308415870328343
2023-08-29 17:29:38.001434,11.8,,,41.91574267265654,121.25,0.45931,0.9507,0.0,78632139802.0,16925594.0,0.03323641666666667,1.0,8.673712,1.63,7.0,3.0,00:00:00,30.11574267265654
2023-08-29 17:29:39.002628,22.8,,,27.61335348173172,121.37,0.42441,0.6739,0.0,78632139802.0,16925594.0,0.03323641666666667,1.0,8.673712,1.5,5.0,2.6,00:00:00,4.8133534817317205
2023-08-29 17:29:40.003771,21.17,,,26.923933331888424,121.3,0.17276,0.4094,0.0,78649065396.0,15375660.0,0.04992348333333333,2.0,16.925594,1.5,5.0,2.0,00:00:00,5.7539333318884225
2023-08-29 17:29:41.004348,13.26,,,41.87812262050684,120.98,0.44185,0.9518,0.0,78664441056.0,9764386.0,0.06658268333333334,3.0,15.37566,1.5,5.0,1.8,00:00:00,28.618122620506846
2023-08-29 17:29:42.005460,22.0,,,28.509617870842256,121.04,0.40803,0.8427,0.0,78674205442.0,16347722.0,0.08326485,4.0,9.764386,1.5,5.0,1.6,00:00:00,6.509617870842256
2023-08-29 17:29:43.006681,21.94,,,25.935431047711194,121.33,0.17701,0.4158,0.0,78690553164.0,15956706.0,0.09995565000000001,5.0,16.347722,1.38,7.0,1.7,00:00:00,3.995431047711193
2023-08-29 17:29:44.007837,10.79,,,42.240069615851695,121.03,0.4258,0.9555,0.0,78706509870.0,7921974.0,0.11661853333333334,6.0,15.956706,1.38,7.0,1.6,00:00:00,31.450069615851696
2023-08-29 17:29:45.008996,20.99,,,28.406069125966326,121.05,0.43171,0.788,0.0,78714431844.0,15648644.0,0.13330195,7.0,7.921974,1.38,5.0,1.5,00:00:00,7.416069125966327
2023-08-29 17:29:46.010211,23.17,,,25.06897228273455,121.22,0.17053,0.4031,0.0,78730080488.0,16818316.0,0.14998986666666667,8.0,15.648644,1.38,5.0,1.5,00:00:00,1.8989722827345474
2023-08-29 17:29:47.011365,10.38,,,39.840751560399646,121.09,0.38451,0.8641,0.0,78746898804.0,7526832.0,0.1666574,9.0,16.818316,1.38,4.0,1.4,00:00:00,29.460751560399643
2023-08-29 17:29:48.012541,19.95,,,29.55180584709072,120.99,0.46984,0.797,0.0,78754425636.0,15009464.0,0.1833312,10.0,7.526832,1.38,4.0,1.4,00:00:00,9.60180584709072
2023-08-29 17:29:49.013690,23.44,,,24.80524238360278,121.25,0.17293,0.4153,0.0,78769435100.0,16992668.0,0.20002108333333332,12.0,15.009464,1.43,7.0,1.3,00:00:00,1.36524238360278
2023-08-29 17:29:50.014843,9.15,,,39.620237496515635,121.06,0.3525,0.8412,0.0,78786427768.0,6725496.0,0.21668753333333332,13.0,16.992668,1.43,7.0,1.3,00:00:00,30.470237496515637
