seconds,perf_rapl,energy_ram,retired_instructions,ipmi,rapl_uj,rapl_uj_diff,minute,second,rapl_pw,load_avg_1minute,cpu_pct,cpu_pct_process,x_rest
1976,21.38,10.69,121052719.0,166.0,200923914546.0,29603594.0,0.13448571666666667,8.0,51.139611,3.84,1.0,6.1,144.62
1977,19.99,8.3,116209676.0,143.0,200953518140.0,33293492.0,0.151167,9.0,29.603594,3.84,1.0,5.7,123.01
1978,27.25,17.97,1783784327.0,97.0,200986811632.0,42704354.0,0.16784670000000002,10.0,33.293492,3.84,0.0,5.2,69.75
1979,24.6,16.79,1723496341.0,95.0,201029515986.0,31917342.0,0.18452563333333333,11.0,42.704354,3.84,0.0,5.0,70.4
1980,21.66,11.65,617550157.0,141.0,201061433328.0,29186512.0,0.2012062,12.0,31.917342,3.61,2.0,4.7,119.34
1981,19.91,8.02,168595021.0,114.0,201090619840.0,29026472.0,0.2178858,13.0,29.186512,3.61,2.0,4.7,94.09
1982,19.87,7.88,129742897.0,102.0,201119646312.0,29211912.0,0.23456661666666667,14.0,29.026472,3.61,0.0,4.5,82.13
1983,19.95,8.8,118036750.0,99.0,201148858224.0,28959352.0,0.2512479166666667,15.0,29.211912,3.61,0.0,4.3,79.05
1984,20.01,7.88,118836539.0,95.0,201177817576.0,29018248.0,0.2679252166666667,16.0,28.959352,3.61,0.0,4.2,74.99
1985,19.7,7.42,114813275.0,96.0,201206835824.0,29349059.0,0.28460336666666664,17.0,29.018248,3.61,0.0,4.1,76.3
1986,20.05,8.52,120836507.0,96.0,201236184883.0,28849893.0,0.30128191666666665,18.0,29.349059,3.41,0.0,4.0,75.95
1987,19.73,7.32,117378164.0,95.0,201265034776.0,29071755.0,0.31796025,19.0,28.849893,3.41,0.0,3.9,75.27
1988,19.96,8.07,127722878.0,90.0,201294106531.0,28923467.0,0.33463895000000005,20.0,29.071755,3.41,0.0,3.8,70.03999999999999
1989,19.58,7.08,115234148.0,91.0,201323029998.0,28673694.0,0.35131823333333334,21.0,28.923467,3.41,0.0,3.7,71.42
